Time (msec),Boost Error* (psi),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (2-byte)* (lambda),Fine Learning Knock Correction (degrees),IAM (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Feedback Knock Correction (1-byte)** (degrees)
1987,0.00,48.08,875,40835268119321640000.00,0.80,-31.75,9.8750,-64.00,-11,56,198,1,8,0.02,50.20,72.24,0.00,24.61
2377,0.00,50.17,874,2550163563876450300.00,0.80,-31.75,0.1250,-64.00,-11,56,184,1,8,0.02,50.20,37.90,0.00,19.69
2394,0.00,50.61,878,2552837576155201500.00,0.80,-31.75,9.3750,-64.00,-11,56,178,1,8,0.02,50.20,37.88,0.00,17.58
2394,0.00,50.42,875,2553752369829511200.00,0.80,-31.75,8.3750,-64.00,-11,56,198,1,8,0.02,50.20,37.86,0.00,24.61
2394,0.00,50.18,872,10205157855133172000.00,0.80,-31.75,6.7500,-64.00,-11,56,176,1,8,0.02,50.20,42.83,0.00,16.88
2394,0.00,50.11,866,10198965405645537000.00,0.80,-31.75,14.5000,-64.00,-11,56,181,1,8,0.02,50.20,42.83,0.00,18.63
2394,0.00,49.99,868,10195587705925010000.00,0.80,-31.75,10.7500,-64.00,-11,56,181,1,8,0.02,50.20,42.79,0.00,18.63
2394,0.00,49.74,867,10199246880622248000.00,0.80,-31.75,9.6250,-64.00,-11,56,184,1,8,0.02,50.20,42.77,0.00,19.69
2394,0.00,49.63,861,0.00,0.80,-31.75,0.6250,-64.00,-11,56,189,1,8,0.02,50.20,42.75,0.00,21.45
2394,0.00,49.67,854,10192772956157903000.00,0.80,-31.75,14.5000,-64.00,-11,56,192,1,8,0.02,50.20,47.74,0.00,22.50
2394,0.00,41.42,852,0.00,0.80,-31.75,3.5000,-64.00,-11,56,198,1,8,0.02,50.20,52.65,0.00,24.61
2394,0.00,41.03,866,10191365581274350000.00,0.80,-31.75,1.5000,-64.00,-11,56,207,1,8,0.02,50.20,62.50,0.00,27.77
2413,0.00,48.48,874,10207972604900278000.00,0.80,-31.75,2.2500,-64.00,-11,56,204,1,8,0.02,50.20,72.26,0.00,26.72
2646,0.00,28.95,876,10201217205459223000.00,0.80,-31.75,5.8750,-64.00,-11,56,181,1,8,0.02,50.20,42.93,0.00,18.63
2646,0.00,29.61,866,10198122080227033000.00,0.80,-31.50,15.7500,-64.00,-11,56,111,1,8,0.02,50.20,48.01,0.00,-5.98
2646,0.00,50.99,865,2552345269823864800.00,0.80,-31.50,15.0000,-64.00,-11,56,121,1,9,0.02,50.20,87.79,0.00,-2.46
2646,0.00,51.76,883,2554315319782932500.00,0.80,-31.75,14.8750,-64.00,-11,56,228,1,9,0.02,50.20,315.67,0.00,35.16
2646,0.00,47.28,903,639863059526975490.00,0.80,-31.75,5.3750,-64.00,-11,56,118,1,6,0.02,50.20,1082.94,0.00,-3.52
3442,0.00,19.12,1967,0.00,0.67,-31.25,14.2500,-64.00,-11,56,33,1,6,0.02,50.20,1157.58,0.00,-33.40
3442,0.00,21.51,1762,0.00,0.67,-30.25,7.0000,-64.00,-11,56,74,1,9,0.02,50.20,365.43,0.00,-18.98
3442,0.00,9.21,1524,0.00,0.67,-29.75,14.0000,-64.00,-11,56,43,1,8,0.02,50.20,251.61,0.00,-29.88
3442,0.00,11.30,1328,0.58,0.67,-31.25,8.0000,-64.00,-11,56,235,1,7,0.02,50.20,38.67,0.00,37.62
3466,0.00,4.74,1017,159661181370368.00,0.73,-31.00,3.0000,-64.00,-11,56,168,1,9,0.02,50.20,815.49,0.00,14.06
3466,0.00,19.27,856,-144768.11,0.73,-30.25,8.0000,-64.00,-11,56,226,1,13,0.02,50.20,251.05,0.00,34.45
3466,0.00,9.75,809,-0.00,0.80,-30.25,0.0000,-64.00,-11,56,183,1,15,0.02,50.20,865.07,0.00,19.34
3466,0.00,14.50,846,10160687007836144000.00,0.80,-31.25,3.5000,-64.00,-11,56,149,1,8,0.02,50.20,73.05,0.00,7.38
3466,0.00,22.08,876,2492593128603648.00,0.80,-31.50,8.8750,-64.00,-11,56,70,1,8,0.02,50.20,43.30,0.00,-20.39
3476,0.00,33.39,896,9992912502784000.00,0.80,-31.75,2.2500,-64.00,-11,56,126,1,7,0.02,50.20,77.97,0.00,-0.70
4131,0.00,53.29,2018,0.00,0.67,-31.75,11.6250,-64.00,-11,56,159,1,5,0.02,50.20,672.05,0.00,10.90
4131,0.00,45.33,1955,0.00,0.67,-31.75,7.0000,-64.00,-11,56,89,1,6,0.02,50.20,33.49,0.00,-13.71
4131,0.00,58.09,1850,0.00,0.67,-31.75,2.7500,-64.00,-11,56,204,1,6,0.02,50.20,914.98,0.00,26.72
4131,0.00,58.14,1748,0.00,0.67,-31.75,10.3750,-64.00,-11,56,192,1,7,0.02,50.20,989.21,0.00,22.50
4274,0.00,32.80,1573,0.00,0.67,-31.75,1.8750,-64.00,-11,56,141,1,7,0.02,50.20,994.05,0.00,4.57
4553,0.00,58.50,1908,0.00,0.67,-31.75,8.0000,-64.00,-11,56,103,1,6,0.02,50.20,498.56,0.00,-8.79
4553,0.00,46.47,1886,0.00,0.67,-31.75,5.1250,-64.00,-11,56,70,1,5,0.02,50.20,904.57,0.00,-20.39
4553,0.00,34.88,1788,0.00,0.67,-31.75,10.0000,-64.00,-11,56,118,1,6,0.02,50.20,573.03,0.00,-3.52
4553,0.00,3.61,1647,0.00,0.67,-31.50,2.5000,-64.00,-11,56,124,1,7,0.02,50.20,360.46,0.00,-1.41
4682,0.00,33.25,1386,0.00,0.67,-29.75,6.0000,-64.00,-11,56,70,1,9,0.03,50.20,364.69,0.00,-20.39
4682,0.00,60.34,1837,0.00,0.67,-31.75,8.7500,-64.00,-11,56,128,1,6,0.02,50.20,973.94,0.00,0.00
4927,0.00,1.48,1421,0.00,0.67,-31.25,12.8125,-64.00,-11,56,3,1,7,0.02,50.20,1003.83,0.00,-43.95
4927,0.00,6.36,1320,167328318079631360.00,0.67,-27.75,2.6250,-64.00,-11,56,237,1,11,0.02,50.20,697.15,0.00,38.32
4927,0.00,59.61,1563,0.00,0.67,-31.75,0.2500,-64.00,-11,56,151,1,7,0.02,50.20,1102.62,0.00,8.09
4927,0.00,60.18,1762,0.00,0.67,-31.75,13.6250,-64.00,-11,56,167,1,7,0.02,50.20,1073.07,0.00,13.71
4927,0.00,59.98,1683,0.00,0.67,-31.75,10.8750,-64.00,-11,56,159,1,7,0.02,50.20,1087.83,0.00,10.90
5038,0.00,61.09,1387,0.00,0.67,-31.75,14.7500,-64.00,-11,56,169,1,7,0.02,50.20,1137.12,0.00,14.41
5038,0.00,59.90,1473,0.00,0.67,-31.75,11.5000,-64.00,-11,56,167,1,7,0.02,50.20,1122.34,0.00,13.71
5151,0.00,62.51,1329,0.00,0.67,-31.75,15.1250,-64.00,-11,56,177,1,7,0.02,50.20,1151.91,0.00,17.23
5743,0.00,55.46,1247,0.00,0.67,-31.75,15.8750,-64.00,-11,56,167,1,7,0.02,50.20,1166.70,0.00,13.71
5875,0.00,37.89,1173,0.00,0.67,-31.75,9.6250,-64.00,-11,56,180,1,7,0.02,50.20,1171.61,0.00,18.28
5992,0.00,21.98,1113,0.00,0.67,-31.50,12.7500,-64.00,-11,56,172,1,7,0.02,50.20,1181.46,0.00,15.47
6246,0.00,4.43,2631,220865655905696180000000000000000000.00,0.67,-27.25,3.5000,-64.00,-11,55,32,1,8,122.90,50.20,840.57,0.00,-33.75
6246,0.00,3.29,2414,178383978496.00,0.67,-28.50,9.0000,-64.00,-11,56,43,1,8,0.02,50.20,414.81,0.00,-29.88
6246,0.00,3.82,2095,48858848786994325000000000.00,0.67,-28.50,0.0000,-64.00,-11,56,93,1,8,0.02,50.20,929.50,0.00,-12.30
6246,0.00,9.02,1858,3197414668408284000000000000000000.00,0.67,-29.00,0.0000,-64.00,-11,56,167,1,9,0.02,50.20,459.19,0.00,13.71
6246,0.00,11.22,1604,42312986001408.00,0.67,-29.50,13.0000,-64.00,-11,56,119,1,9,0.02,50.20,1018.72,0.00,-3.16
6259,0.00,13.67,1428,0.00,0.67,-30.00,15.5000,-64.00,-11,56,104,1,9,0.02,50.20,934.66,0.00,-8.44
6259,0.00,15.82,1278,0.00,0.67,-30.50,2.0000,-64.00,-11,56,135,1,9,0.02,50.20,226.86,0.00,2.46
6259,0.00,1.50,1144,36.63,0.67,-31.00,4.0000,-64.00,-11,56,209,1,8,0.02,50.20,1108.00,0.00,28.48
6259,0.00,7.48,1053,151863360.00,0.67,-31.00,12.0000,-64.00,-11,56,157,1,11,0.02,50.20,791.11,0.00,10.20
6259,0.00,13.16,976,2297.44,0.67,-30.75,2.7500,-64.00,-11,56,42,1,12,0.02,50.20,281.14,0.00,-30.23
6259,0.00,14.86,1013,0.04,0.67,-31.00,13.0000,-64.00,-11,56,246,1,12,0.02,50.20,77.75,0.00,41.48
7071,0.00,7.57,2905,2789.00,0.67,-27.25,14.5000,-64.00,-11,55,244,1,8,71.71,50.20,360.40,0.00,40.78
7363,0.00,6.75,2446,-0.00,0.67,-27.25,0.5000,-64.00,-11,55,183,1,8,0.02,50.20,265.92,0.00,19.34
7363,0.00,5.15,2366,-0.00,0.67,-27.00,13.0000,-64.00,-11,55,69,1,8,0.02,50.20,968.85,0.00,-20.74
7363,0.00,6.29,2306,184634699820302336.00,0.67,-27.50,8.0000,-64.00,-11,55,198,1,8,0.02,50.20,1072.90,0.00,24.61
7363,0.00,1.03,2266,175234121728.00,0.67,-27.50,12.0000,-64.00,-11,55,184,1,10,0.02,50.20,1172.12,0.00,19.69
7363,0.00,9.19,2365,0.00,0.67,-28.75,14.0000,-64.00,-11,55,231,1,7,0.02,50.20,1251.79,0.00,36.21
7363,0.00,1.44,2570,0.00,0.67,-29.75,2.5000,-64.00,-11,55,92,1,6,0.02,50.20,1192.42,0.00,-12.66
7363,0.00,14.98,2763,0.00,0.67,-29.25,5.0000,-64.00,-11,55,161,1,8,0.02,50.20,251.90,0.00,11.60
7363,0.00,13.35,2935,0.00,0.67,-28.75,4.0000,-64.00,-11,55,127,1,8,0.02,50.20,266.81,0.00,-0.35
7363,0.00,0.03,3078,3239856920833036400000.00,0.67,-29.00,11.5000,-64.00,-11,55,190,1,7,0.02,50.20,633.12,0.00,21.80
7384,0.00,11.47,3130,-2828.88,0.67,-28.50,6.5000,-64.00,-11,55,243,1,8,0.02,50.20,459.79,0.00,40.43
7384,0.00,3.17,3145,-0.00,0.67,-27.75,7.2500,-64.00,-11,55,86,1,8,0.02,50.20,187.51,0.00,-14.77
7384,0.00,0.77,3098,0.00,0.67,-28.00,12.7500,-64.00,-11,55,188,1,7,0.03,50.20,1177.36,0.00,21.09
7533,0.00,6.96,2524,11775238031278080.00,0.67,-27.75,4.0000,-64.00,-11,55,134,1,7,0.02,50.20,963.96,0.00,2.11
7533,0.00,0.68,2514,0.00,0.67,-27.75,15.0000,-64.00,-11,55,121,1,7,0.02,50.20,1226.38,0.00,-2.46
7533,0.00,1.33,2528,0.00,0.67,-27.75,0.0000,-64.00,-11,55,130,1,7,0.02,50.20,1196.71,0.00,0.70
7533,0.00,3.11,2516,0.00,0.67,-27.75,14.0000,-64.00,-11,55,233,1,7,0.02,50.20,1157.09,0.00,36.91
8380,0.00,3.58,2465,0.00,0.67,-27.75,7.0000,-64.00,-11,55,220,1,7,0.02,50.20,1107.55,0.00,32.34
8518,0.00,5.34,2782,0.00,0.67,-27.50,12.0000,-64.00,-11,54,0,1,7,0.02,50.20,993.93,0.00,-45.00
8518,0.00,11.60,2695,715129984.00,0.67,-27.50,2.0000,-64.00,-11,54,52,1,7,0.02,50.20,1033.43,0.00,-26.72
8518,0.00,2.55,2625,2.64,0.67,-27.50,10.0000,-64.00,-11,54,77,1,7,0.02,50.20,1102.64,0.00,-17.93
8518,0.00,7.03,2548,0.00,0.67,-27.25,0.0000,-64.00,-11,54,79,1,7,0.02,50.20,1067.97,0.00,-17.23
8518,0.00,3.42,2444,0.00,0.67,-27.75,15.0000,-64.00,-11,54,194,1,7,0.02,50.20,1087.73,0.00,23.20
8518,0.00,8.67,2322,10.29,0.67,-27.50,8.0000,-64.00,-11,54,4,1,7,0.02,50.20,1137.16,0.00,-43.59
8534,0.00,7.37,2328,0.00,0.67,-27.50,10.0000,-64.00,-11,54,122,1,7,0.02,50.20,1112.43,0.00,-2.11
8534,0.00,6.56,2403,0.00,0.67,-27.50,5.0000,-64.00,-11,54,42,1,7,0.02,50.20,1112.44,0.00,-30.23
8534,0.00,6.41,2435,0.00,0.67,-27.50,15.5000,-64.00,-11,55,55,1,7,0.02,50.20,1107.53,0.00,-25.66
9819,0.00,4.80,3916,-3756385791501862000000000000000.00,0.67,-22.50,12.5000,-64.00,-11,54,201,1,8,97.30,50.20,409.73,0.00,25.66
9824,0.00,1.25,3837,-888287036141201100000000.00,0.67,-23.25,0.0000,-64.00,-11,54,84,1,8,53.79,50.20,607.79,0.00,-15.47
9827,0.00,1.29,3773,0.00,0.67,-23.25,8.0000,-64.00,-11,54,37,1,8,102.43,50.20,602.92,0.00,-31.99
9828,0.00,2.40,3635,0.00,0.67,-24.00,8.0000,-64.00,-11,54,113,1,8,97.31,50.20,1073.27,0.00,-5.27
9828,0.00,6.36,3462,-0.00,0.67,-25.25,2.5000,-64.00,-11,54,148,1,8,87.06,50.20,434.75,0.00,7.03
9828,0.00,1.63,3366,-2893.57,0.67,-25.75,11.0000,-64.00,-11,54,210,1,8,2.58,50.20,98.08,0.00,28.83
9828,0.00,7.90,3315,-58441361669246075000000000000000000.00,0.67,-25.25,2.0000,-64.00,-11,54,75,1,8,12.82,50.20,424.75,0.00,-18.63
9828,0.00,7.42,3173,-712.30,0.67,-25.50,12.0000,-64.00,-11,54,83,1,8,0.02,50.20,593.14,0.00,-15.82
9828,0.00,6.35,3099,-0.00,0.67,-26.75,9.5000,-64.00,-11,54,239,1,7,0.02,50.20,984.26,0.00,39.02
9845,0.00,1.78,2998,-0.00,0.67,-27.00,12.0000,-64.00,-11,54,33,1,8,0.02,50.20,162.47,0.00,-33.40
9845,0.00,6.22,2978,47978085613568.00,0.67,-27.00,0.0000,-64.00,-11,54,31,1,7,0.02,50.20,969.43,0.00,-34.10
9845,0.00,6.01,2926,0.00,0.67,-27.50,12.0000,-64.00,-11,54,26,1,7,0.02,50.20,969.39,0.00,-35.86
9845,0.00,9.16,2849,10.80,0.67,-27.75,0.0000,-64.00,-11,54,242,1,7,0.02,50.20,979.19,0.00,40.08
10331,0.00,0.15,4131,0.00,0.67,-21.50,14.0000,-64.00,-11,54,100,1,8,61.47,50.20,310.72,0.00,-9.84
10752,0.00,8.22,4248,-241486087008832730000000000000.00,0.67,-22.50,7.0000,-64.00,-11,54,199,1,8,0.02,50.20,281.06,0.00,24.96
10906,0.00,0.09,3790,-15120260298893560000000000000000000.00,0.67,-23.25,11.2500,-64.00,-11,53,39,1,11,181.77,50.20,1167.61,0.00,-31.29
10918,0.00,0.96,4234,0.00,0.67,-27.50,10.8750,-64.00,-11,53,123,1,9,0.02,50.20,578.73,0.00,-1.76
10918,0.00,5.93,4606,0.00,0.67,-28.00,9.2500,-64.00,-11,53,114,1,8,0.02,50.20,484.64,0.00,-4.92
10918,0.00,9.68,4857,0.00,0.67,-30.75,5.5000,-64.00,-11,53,209,1,8,0.02,50.20,494.27,0.00,28.48
10918,0.00,17.94,4952,0.00,0.67,-30.75,15.3750,-64.00,-11,53,22,1,8,0.02,50.20,494.34,0.00,-37.27
10918,0.00,17.96,5053,0.00,0.67,-30.75,8.7500,-64.00,-11,53,49,1,8,0.02,50.20,494.42,0.00,-27.77
10918,0.00,17.19,5146,0.00,0.67,-30.75,7.1250,-64.00,-11,53,16,1,5,0.02,50.20,1197.43,0.00,-39.38
10918,0.00,13.69,5136,0.00,0.67,-29.00,15.3750,-64.00,-11,53,0,1,2,0.02,50.20,811.20,0.00,-45.00
10932,0.00,7.51,5114,3417800.25,0.67,-24.00,8.0000,-64.00,-11,53,218,1,8,0.02,50.20,959.63,0.00,31.64
10932,0.00,8.11,4912,0.00,0.67,-23.00,0.0000,-64.00,-11,53,185,1,8,0.02,50.20,766.59,0.00,20.04
10932,0.00,0.47,4794,0.00,0.67,-25.00,9.0000,-64.00,-11,53,112,1,8,0.02,50.20,840.82,0.00,-5.62
10932,0.00,3.41,4744,0.00,0.67,-24.75,13.0000,-64.00,-11,53,197,1,8,0.02,50.20,335.88,0.00,24.26
10932,0.00,7.24,4751,-0.00,0.67,-23.25,12.0000,-64.00,-11,54,60,1,8,0.02,50.20,1048.67,0.00,-23.91
10932,0.00,3.51,4621,-0.00,0.67,-22.00,2.0000,-64.00,-11,54,172,1,8,0.02,50.20,830.75,0.00,15.47
10932,0.00,1.13,4399,-0.00,0.67,-22.25,8.0000,-64.00,-11,54,160,1,8,5.14,50.20,612.96,0.00,11.25
11665,0.00,0.04,3584,-0.00,0.67,-23.75,11.7500,-64.00,-11,53,4,1,9,189.47,50.20,216.94,0.00,-43.59
11665,0.00,4.53,4301,-0.00,0.67,-23.25,5.0000,-64.00,-11,54,108,1,8,0.02,50.20,127.74,0.00,-7.03
12075,0.00,1.30,4340,0.00,0.67,-15.50,5.0000,-64.00,-11,52,192,1,10,151.07,50.20,72.73,0.00,22.50
12075,0.00,1.82,4222,-0.00,0.67,-16.50,8.0000,-64.00,-11,52,234,1,10,56.35,50.20,-1.43,0.00,37.27
12075,0.00,1.22,4102,-0.00,0.67,-17.00,11.0000,-64.00,-11,52,125,1,10,51.23,50.20,43.10,0.00,-1.05
12075,0.00,2.67,4054,-0.00,0.67,-17.25,10.1250,-64.00,-11,52,215,1,10,51.23,50.20,241.09,0.00,30.59
12075,0.00,2.61,3966,-0.00,0.67,-16.75,9.3750,-64.00,-11,52,37,1,11,112.67,50.20,260.85,0.00,-31.99
12091,0.00,0.69,3852,-753.32,0.67,-18.50,8.0000,-64.00,-11,52,227,1,9,117.79,50.20,1191.61,0.00,34.80
12091,0.00,4.61,3803,-0.73,0.67,-18.75,15.5000,-64.00,-11,53,22,1,10,143.39,50.20,567.92,0.00,-37.27
12091,0.00,4.05,3695,-0.00,0.67,-21.00,14.0000,-64.00,-11,53,203,1,9,156.20,50.20,508.65,0.00,26.37
12091,0.00,3.92,3596,-50666839998464.00,0.67,-21.00,0.0000,-64.00,-11,53,175,1,9,204.83,50.20,914.61,0.00,16.52
12091,0.00,2.36,3610,-0.00,0.67,-22.00,14.0000,-64.00,-11,53,198,1,9,199.71,50.20,43.37,0.00,24.61
12091,0.00,2.24,3442,-0.00,0.67,-23.50,5.0000,-64.00,-11,53,155,1,9,238.11,50.20,310.78,0.00,9.49
12091,0.00,4.89,3408,55910557143631305000000000000.00,0.67,-23.75,7.0000,-64.00,-11,53,151,1,8,217.63,50.20,766.26,0.00,8.09
12223,0.00,0.11,4421,0.00,0.67,-14.50,12.0000,-64.00,-11,52,95,1,10,130.61,50.20,171.67,0.00,-11.60
12360,0.00,2.12,4500,-982697944275005400000000000000.00,0.67,-13.25,6.0000,-64.00,-11,52,230,1,10,161.32,50.20,275.59,0.00,35.86
12800,0.00,0.37,4574,0.00,0.67,-12.50,14.5000,-64.00,-11,52,145,1,10,194.61,50.20,409.22,0.00,5.98
13179,0.00,2.19,5744,-72543379474442400000000000000000000000.00,0.67,-7.75,6.0000,-64.00,-11,51,145,1,10,99.88,50.20,622.30,0.00,5.98
13179,0.00,0.09,5623,-4294212105669108500000000000000.00,0.67,-7.25,15.5000,-64.00,-11,51,100,1,10,115.24,50.20,691.54,0.00,-9.84
13198,0.00,0.47,5561,0.00,0.67,-6.75,14.5000,-64.00,-11,51,117,1,10,120.37,50.20,701.40,0.00,-3.87
13198,0.00,0.54,5462,0.00,0.67,-6.50,0.0000,-64.00,-11,51,53,1,10,161.33,50.20,765.72,0.00,-26.37
13204,0.00,0.38,5264,-0.00,0.67,-6.25,5.5000,-64.00,-11,51,182,1,10,166.45,50.20,785.48,0.00,18.98
13204,0.00,0.89,5321,-248636295480540670000000.00,0.67,-6.25,5.5000,-64.00,-11,51,38,1,10,222.77,50.20,815.18,0.00,-31.64
13204,0.00,0.95,5134,-15776067124813553000000000.00,0.67,-6.75,0.0000,-64.00,-11,51,117,1,10,276.53,50.20,820.07,0.00,-3.87
13204,0.00,0.59,5036,0.00,0.67,-7.75,0.0000,-64.00,-11,51,237,1,10,294.46,50.20,805.20,0.00,38.32
13204,0.00,1.87,4913,0.00,0.67,-8.75,7.0000,-64.00,-11,51,72,1,10,307.26,50.20,770.55,0.00,-19.69
13204,0.00,0.39,4800,-1058626979703134000000000000000000000.00,0.67,-10.00,10.0000,-64.00,-11,52,100,1,10,307.25,50.20,646.81,0.00,-9.84
13326,0.00,0.76,4736,-3.16,0.67,-11.25,10.5000,-64.00,-11,52,7,1,10,235.57,50.20,478.51,0.00,-42.54
13327,0.00,0.01,5809,-15091274612736.00,0.67,-7.50,4.0000,-64.00,-11,50,26,1,10,79.40,50.20,577.76,0.00,-35.86
13849,0.00,2.06,5932,-0.00,0.67,-8.25,15.0000,-64.00,-11,50,246,1,10,69.16,50.20,369.93,0.00,41.48
13849,0.00,2.20,6000,-0.00,0.67,-7.75,15.0000,-64.00,-11,50,54,1,10,66.60,50.20,290.75,0.00,-26.02
13849,0.00,2.19,6144,-0.00,0.67,-8.25,5.0000,-64.00,-11,50,200,1,10,58.92,50.20,275.96,0.00,25.31
13849,0.00,2.23,6167,285510444050524750000000000000000.00,0.67,-8.25,3.0000,-64.00,-11,50,246,1,10,58.92,50.20,147.31,0.00,41.48
13849,0.00,0.10,6292,266704737185551100000000.00,0.67,-8.25,12.5000,-64.00,-11,50,109,1,10,53.80,50.20,107.73,0.00,-6.68
13979,0.00,0.02,6354,3736536.00,0.67,-8.25,7.0000,-64.00,-11,50,63,1,10,53.80,50.20,63.19,0.00,-22.85
14405,0.00,3.74,5974,0.00,0.67,-29.75,14.8750,-64.00,-11,50,155,1,8,0.02,50.20,375.62,0.00,9.49
14405,0.00,15.89,6189,0.00,0.67,-30.75,6.6250,-64.00,-11,50,29,1,8,0.02,50.20,360.73,0.00,-34.80
14405,0.00,14.27,6303,0.00,0.67,-31.25,11.7500,-64.00,-11,50,180,1,8,0.02,50.20,350.90,0.00,18.28
14405,0.00,21.98,6507,0.00,0.67,-29.25,1.0000,-64.00,-11,50,168,1,7,0.02,50.20,949.76,0.00,14.06
